,PBLH_24,PBLH_48,PBLH_avg_24,PBLH_avg_48,Raw,Filtered,Raw_mean,Filt_mean
2015-04-09 16:00:00,654.633,989.064,681.237,957.558,600.000,600.000,847.143,847.143
2015-04-09 17:00:00,1099.193,1349.498,1086.552,1309.492,1440.000,1440.000,1622.143,1622.143
2015-04-09 18:00:00,1599.683,1732.124,1565.956,1690.138,1970.000,1970.000,2022.143,2022.143
2015-04-09 19:00:00,1971.188,2043.269,1946.876,2038.115,2055.000,2055.000,2272.857,2272.857
2015-04-09 20:00:00,2293.228,2507.781,2272.089,2477.246,2285.000,2285.000,2590.000,2590.000
2015-04-09 21:00:00,2674.443,2892.751,2647.134,2850.317,3285.000,3285.000,3219.286,3219.286
2015-04-09 22:00:00,3015.259,3223.965,2897.582,3118.487,2950.000,2950.000,3025.714,3025.714
2015-04-09 23:00:00,3171.886,1606.385,3060.620,1661.198,3210.000,3210.000,3171.429,3171.429
2015-04-10 00:00:00,0.000,692.149,0.000,1266.103,1590.000,1590.000,2596.429,
2015-04-10 01:00:00,340.195,609.812,349.036,633.165,2210.000,,1905.000,
2015-04-10 02:00:00,218.075,690.286,137.198,715.460,520.000,,514.286,
2015-04-10 03:00:00,96.928,410.558,262.383,443.612,1870.000,1870.000,1549.286,
2015-04-10 04:00:00,222.107,548.195,175.398,510.211,1380.000,,1767.143,
2015-04-10 05:00:00,309.530,416.233,251.828,419.489,1690.000,1690.000,1594.286,
2015-04-10 06:00:00,228.454,420.285,209.292,417.128,1030.000,1030.000,1077.143,1077.143
2015-04-10 07:00:00,182.999,415.472,148.280,427.458,1190.000,1190.000,1145.714,1145.714
2015-04-10 08:00:00,19.818,407.030,79.934,442.973,1340.000,1340.000,1327.143,1327.143
2015-04-10 09:00:00,144.565,406.822,100.903,429.686,1410.000,1410.000,1411.429,1411.429
2015-04-10 10:00:00,19.742,376.252,75.603,424.214,1250.000,1250.000,1265.714,1265.714
2015-04-10 11:00:00,79.984,411.252,105.824,417.858,1170.000,1170.000,1181.429,1181.429
2015-04-10 12:00:00,96.638,443.961,128.237,408.738,1190.000,1190.000,1195.714,1195.714
2015-04-10 13:00:00,112.813,373.323,80.957,367.622,1330.000,1330.000,1167.143,1167.143
2015-04-10 14:00:00,415.397,462.377,394.208,444.738,300.000,300.000,518.571,518.571
2015-04-10 15:00:00,609.253,541.840,590.162,533.664,530.000,530.000,557.143,557.143
2015-04-10 16:00:00,876.614,605.249,834.775,595.059,820.000,820.000,880.000,880.000
2015-04-10 17:00:00,1110.368,788.389,1074.265,812.564,1270.000,1270.000,1607.143,1607.143
